age,gender,height_m,weight_kg,bmi,BMIPCT,seatbelt,seatbelt2,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
14,male,1.68,47.17,16.7,8.96,always,otherwise,no,not drive,not drive,no,yes,no,yes,0,0
15,male,1.8,68.04,21,61.17,sometimes,otherwise,no,0 times,0 days,yes,no,yes,no,0,0
16,female,1.57,52.16,21.2,56.13,always,otherwise,no,0 times,0 days,no,no,no,yes,0,4
16,female,1.63,56.7,21.3,58.23,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.68,61.24,21.7,57.45,always,otherwise,yes,1 time,0 days,no,no,no,no,0,4
16,female,1.63,63.5,23.9,79.94,always,otherwise,no,not drive,not drive,no,yes,no,yes,0,6
15,female,1.7,50.35,17.4,12.61,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.52,43.09,18.7,21.89,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,56.7,23,74,always,otherwise,yes,2 or 3 times,all 30 days,no,no,no,yes,10,20
15,female,1.7,68.04,23.5,81.08,always,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.65,47.63,17.5,10.86,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.73,83.92,28,96.13,rarely,otherwise,yes,6 or more times,all 30 days,yes,yes,yes,yes,0,16
16,male,1.8,109.32,33.7,98.96,always,otherwise,no,0 times,0 days,yes,no,no,yes,1,11
15,male,1.78,104.33,32.9,98.85,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.83,72.58,21.7,60.66,most of the time,otherwise,no,0 times,0 days,no,yes,yes,yes,0,5
17,male,1.83,113.4,33.9,98.88,never,never,no,2 or 3 times,all 30 days,yes,no,no,no,15,5
15,male,1.55,49.9,20.8,58.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.78,79.38,25.1,90.18,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,1
15,male,1.7,56.7,19.6,41.48,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.85,63.5,18.6,16.01,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,6,0
16,male,1.57,56.7,23,74.55,always,otherwise,no,not drive,not drive,no,no,no,no,0,3
17,male,1.68,80.74,28.6,95.05,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.8,60.33,18.6,16.85,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.65,52.16,19.2,24.2,always,otherwise,no,not drive,not drive,yes,yes,yes,yes,0,3
15,male,1.7,76.2,26.4,93.58,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,79.38,28.1,96.22,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.65,63.96,23.5,78.45,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,74.84,24.4,80.06,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,30,9
17,male,1.78,87.09,27.5,92.89,most of the time,otherwise,yes,1 time,0 days,no,no,no,no,30,16
17,male,1.8,90.72,28,93.99,always,otherwise,no,0 times,1 or 2 days,yes,no,no,yes,0,1
17,male,1.75,92.53,30.2,96.98,always,otherwise,no,0 times,3 to 5 days,yes,no,no,no,0,0
16,male,1.7,63.5,22,64.23,sometimes,otherwise,no,0 times,0 days,yes,no,no,no,0,0
17,male,1.8,65.77,20.3,31.69,always,otherwise,no,0 times,0 days,no,no,no,no,0,7
17,male,1.78,75.3,23.8,74.98,sometimes,otherwise,no,not drive,not drive,yes,no,no,no,0,0
17,female,1.52,50.35,21.8,58.54,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,1
17,female,1.6,62.6,24.5,80.36,most of the time,otherwise,no,0 times,1 or 2 days,yes,no,yes,yes,0,7
17,female,1.6,70.31,27.5,91.16,always,otherwise,no,not drive,not drive,no,no,no,yes,0,1
15,female,1.63,51.71,19.5,40.13,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
15,female,1.55,43.09,17.9,18.67,always,otherwise,no,0 times,0 days,no,no,no,no,30,1
14,female,1.5,48.54,21.6,71.61,rarely,otherwise,no,not drive,not drive,yes,yes,no,yes,0,2
16,female,1.57,56.7,23,74,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.68,43.09,15.3,0.25,never,never,no,0 times,all 30 days,yes,no,no,no,16,2
14,male,1.7,86.64,30,98.05,sometimes,otherwise,no,0 times,0 days,no,no,yes,no,0,0
15,male,1.75,89.81,29.3,97.29,most of the time,otherwise,yes,1 time,6 to 9 days,yes,no,no,no,12,3
15,male,1.78,65.32,20.6,56.17,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.85,131.54,38.4,99.57,most of the time,otherwise,no,not drive,not drive,yes,no,yes,no,0,0
14,male,1.75,89.36,29.2,97.64,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,40.82,15,0.11,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.6,134.27,52.4,99.89,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.8,115.21,35.6,99.29,always,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
16,male,1.78,64.41,20.3,41.94,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.68,62.6,22.2,73.78,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,64.41,21,61.57,most of the time,otherwise,yes,0 times,0 days,yes,no,no,no,0,0
16,male,1.63,47.63,17.9,9.16,always,otherwise,no,0 times,0 days,no,no,no,no,0,2
16,male,1.73,83.46,27.9,95,sometimes,otherwise,no,0 times,0 days,yes,no,no,no,17,11
16,male,1.85,59.88,17.5,5.66,most of the time,otherwise,yes,0 times,0 days,yes,no,no,yes,20,2
16,male,1.65,64.41,23.7,79.64,always,otherwise,no,not drive,not drive,yes,no,no,no,0,4
15,female,1.75,71.67,23.4,80.28,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,79.38,33,98.04,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,56.25,22,65.01,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,104.33,40.8,99.18,sometimes,otherwise,no,not drive,not drive,no,no,no,no,26,0
15,female,1.78,86.18,27.2,93.13,always,otherwise,no,0 times,0 days,yes,no,yes,yes,0,5
16,female,1.52,49.9,21.6,61.11,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,female,1.7,54.43,18.8,24.37,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,44.45,17.4,11.99,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.73,79.38,26.5,92.28,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.88,70.31,19.9,45.71,most of the time,otherwise,no,0 times,all 30 days,no,no,no,no,0,0
16,male,1.8,75.75,23.4,77.6,most of the time,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,0
16,male,1.93,70.76,19,21.89,always,otherwise,no,0 times,all 30 days,no,no,no,no,0,0
16,male,1.68,58.51,20.7,47.92,always,otherwise,no,0 times,1 or 2 days,yes,no,no,yes,0,0
16,male,1.75,53.98,17.6,6.61,always,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,0
15,male,1.78,65.77,20.8,58.07,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,80.74,25.5,91.47,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,82.56,24.1,77.81,most of the time,otherwise,no,0 times,3 to 5 days,no,no,no,no,0,0
15,male,1.73,80.74,27,94.69,sometimes,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.7,58.97,20.4,62.81,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.78,75.3,23.8,88.35,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,female,1.6,68.04,26.6,91.93,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.63,70.31,26.5,91.68,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,63.5,22.5,69.91,always,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,1
16,female,1.73,53.07,17.7,11.03,always,otherwise,no,0 times,1 or 2 days,no,no,yes,yes,0,0
17,female,1.63,69.85,26.3,88.08,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,48.08,20,47.79,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,83.01,27.7,92.87,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,64.86,21.2,54.25,always,otherwise,no,0 times,0 days,yes,no,yes,yes,0,0
15,male,1.96,64.86,16.9,5.44,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.65,58.97,21.7,68.74,sometimes,otherwise,no,6 or more times,3 to 5 days,yes,no,no,yes,9,2
16,male,1.7,56.25,19.5,28.71,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,5
16,male,1.68,43.55,15.4,0.1,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.75,85.73,28,95.17,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,79.83,24.6,88.71,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.83,69.4,20.7,47.82,rarely,otherwise,no,1 time,all 30 days,yes,no,no,no,11,24
16,male,1.68,63.5,22.5,69.87,always,otherwise,no,0 times,0 days,no,no,no,no,6,1
16,male,1.68,54.43,19.3,26.05,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
16,female,1.63,48.99,18.4,19.13,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
17,female,1.7,90.72,31.4,96.26,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,1,1
16,female,1.55,42.64,17.7,11.19,always,otherwise,no,0 times,0 days,no,no,yes,yes,12,1
15,female,1.68,60.78,21.5,65.77,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,92.99,32.2,97.7,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.52,77.57,33.6,97.85,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.63,56.7,21.3,63.79,most of the time,otherwise,yes,0 times,0 days,no,no,yes,no,0,7
15,female,1.57,49.9,20.2,50.87,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,72.58,28.4,94.83,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,female,1.6,52.16,20.4,52.56,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.52,42.18,18.3,22.91,always,otherwise,no,not drive,not drive,no,no,no,no,0,4
15,female,1.6,54.43,21.3,62.96,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.55,70.76,29.5,95.99,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.68,67.59,23.9,77.36,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.73,68.04,22.7,68.07,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,30,2
17,female,1.63,65.77,24.8,81.94,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,52.62,20.6,42.92,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,70.31,20.5,35.33,most of the time,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,2
15,female,1.63,79.38,29.9,96.35,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
15,female,1.52,39.92,17.3,11.11,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,57.15,23.8,82.39,sometimes,otherwise,yes,0 times,0 days,no,no,no,yes,0,30
14,female,1.65,61.24,22.5,78.55,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.57,47.63,19.3,45.88,always,otherwise,no,not drive,not drive,no,yes,yes,yes,0,7
15,female,1.63,54.43,20.5,53.97,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,0,1
15,female,1.45,49.44,23.5,80.92,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,15
15,female,1.68,97.52,34.6,98.48,sometimes,otherwise,no,not drive,not drive,yes,no,yes,yes,11,5
14,female,1.63,73.03,27.5,94.77,most of the time,otherwise,yes,0 times,10 to 19 days,no,no,no,no,0,0
15,female,1.63,54.43,20.5,53.97,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.85,73.48,21.5,58.11,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.57,66.23,26.9,93.1,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.73,77.11,25.8,92.22,always,otherwise,yes,not drive,not drive,no,yes,no,yes,0,0
15,male,1.7,77.57,26.8,94.46,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,68.04,25.6,91.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,112.04,36.6,99.43,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,53.52,17.5,10.65,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.85,86.64,25.3,90.99,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.63,108.86,41,99.7,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,95.26,31.1,98.27,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
14,female,1.7,56.7,19.6,49.95,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,1
15,female,1.63,51.71,19.5,40.13,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.63,58.97,22.2,71.8,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.55,51.26,21.3,69.5,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.68,95.26,33.8,98.26,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.57,66.23,26.9,93.88,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.47,53.98,25,87.52,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.52,58.97,25.5,89.28,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.57,68.49,27.8,95.15,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.57,62.14,25.2,88.3,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,59.88,24.3,84.8,always,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
14,female,1.63,58.97,22.2,76.51,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.75,95.26,31.1,97.17,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.55,58.06,24.2,84.23,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,78.02,28.7,95.19,always,otherwise,yes,0 times,0 days,no,no,yes,yes,12,6
14,female,1.6,45.36,17.7,22.67,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.52,45.81,19.8,45.27,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
16,male,1.7,66.68,23.1,75.14,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.7,74.39,25.7,93.86,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,male,1.75,77.57,25.3,93.02,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.78,74.84,23.6,87.76,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.57,49.9,20.2,50.95,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
14,male,1.63,81.65,30.7,98.36,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.73,54.43,18.2,19.44,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,58.97,23,78.01,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.6,55.79,21.8,68.25,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,68.04,25.6,89.52,never,never,yes,0 times,1 or 2 days,no,no,no,no,0,4
15,female,1.57,44,17.9,17.6,always,otherwise,yes,0 times,1 or 2 days,yes,no,yes,no,0,0
14,female,1.63,50.8,19.1,42.99,most of the time,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
14,female,1.65,60.78,22.3,77.42,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.57,54.43,22.1,66.09,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,0,2
16,female,1.65,88.45,32.5,97.4,always,otherwise,no,not drive,not drive,no,no,no,yes,7,0
15,female,1.57,72.58,29.4,95.98,always,otherwise,no,not drive,not drive,no,no,no,no,0,2
15,female,1.45,68.04,32.4,97.78,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,77.11,23,80.39,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.63,61.24,23,74.94,never,never,yes,2 or 3 times,0 days,yes,yes,no,no,0,6
14,male,1.78,68.04,21.5,74.2,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,84.82,26.8,92.88,sometimes,otherwise,no,1 time,0 days,no,no,no,no,0,1
17,male,1.75,110.22,36,99.31,sometimes,otherwise,yes,0 times,0 days,yes,no,no,no,0,4
15,male,1.78,64.41,20.3,52.17,sometimes,otherwise,yes,not drive,not drive,no,yes,yes,no,0,0
15,male,1.73,59.88,20,47.44,always,otherwise,no,not drive,not drive,yes,no,no,no,0,2
16,male,1.68,52.16,18.5,15.12,sometimes,otherwise,yes,0 times,all 30 days,yes,no,no,no,0,2
15,male,1.78,81.65,25.8,92.23,rarely,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
15,male,1.75,85.28,27.8,95.9,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
14,male,1.85,68.04,19.9,55.88,sometimes,otherwise,yes,0 times,0 days,yes,no,no,no,0,1
16,male,1.75,62.14,20.3,41.36,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,90.72,32.1,98.64,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,2
14,female,1.78,116.12,36.6,99.09,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.75,62.6,20.4,53.4,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,2
16,female,1.7,67.13,23.2,75.64,most of the time,otherwise,yes,1 time,1 or 2 days,no,no,no,yes,0,5
17,female,1.7,52.16,18,10.3,most of the time,otherwise,yes,0 times,0 days,yes,no,no,yes,0,0
16,female,1.5,40.82,18.1,15.49,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.6,88.45,34.6,98.17,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.52,47.63,20.6,55.57,sometimes,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.68,72.58,25.7,89.83,always,otherwise,yes,0 times,0 days,yes,no,no,no,0,0
16,female,1.6,58.97,23,74.24,rarely,otherwise,no,0 times,0 days,no,no,no,no,6,13
15,female,1.6,43.09,16.8,7.11,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.63,52.16,19.6,42.53,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,43.55,17.7,10.4,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
15,female,1.57,56.7,23,77.8,sometimes,otherwise,no,0 times,all 30 days,yes,yes,yes,no,0,9
15,female,1.5,72.58,32.3,97.74,most of the time,otherwise,no,0 times,1 or 2 days,no,yes,no,yes,0,2
16,male,1.68,57.15,20.2,40.72,most of the time,otherwise,yes,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.78,79.38,25.1,83.84,sometimes,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,2
15,male,1.85,113.4,33.1,98.9,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
14,male,1.73,76.2,25.5,93.3,always,otherwise,yes,1 time,0 days,yes,no,yes,no,0,5
15,male,1.73,61.24,20.5,54.05,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.8,82.1,25.3,93.04,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,male,1.83,79.38,23.7,79.95,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,male,1.63,52.16,19.6,41.68,rarely,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
15,male,1.75,64.41,21,61.57,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,76.2,24.9,89.6,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.8,68.95,21.3,55.63,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.65,60.78,22.3,75.05,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.6,68.95,26.9,95.7,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,65.32,21.3,72.86,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,63.5,20.7,57.76,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,64.86,23,80.09,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.7,106.6,36.9,99.45,always,otherwise,no,not drive,not drive,yes,no,no,no,0,2
14,male,1.7,58.97,20.4,62.81,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
15,male,1.63,52.16,19.6,41.68,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.68,58.06,20.6,48.7,always,otherwise,no,not drive,not drive,no,no,yes,yes,1,3
15,female,1.68,54.43,19.3,37.58,always,otherwise,no,0 times,0 days,no,no,no,yes,0,5
14,female,1.47,41.73,19.3,45.71,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.52,45.36,19.6,42.55,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,45.36,18.9,31.73,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
16,male,1.85,113.4,33.1,98.8,rarely,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.75,78.02,25.5,91.45,always,otherwise,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.75,138.35,45.2,99.84,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,90.72,28.6,96.73,always,otherwise,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.68,90.72,32.1,98.48,sometimes,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,5
16,male,1.75,65.77,21.5,58.19,never,never,yes,0 times,3 to 5 days,no,no,no,no,0,2
15,female,1.63,79.38,29.9,96.35,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,1,0
16,female,1.63,70.31,26.5,90.14,rarely,otherwise,yes,0 times,0 days,no,no,no,no,1,6
15,female,1.57,51.26,20.8,57.73,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.73,81.65,27.3,92.39,most of the time,otherwise,yes,0 times,1 or 2 days,yes,no,no,yes,0,0
15,male,1.7,59.42,20.6,55.42,sometimes,otherwise,no,1 time,10 to 19 days,yes,no,no,no,0,16
15,male,1.73,56.7,18.9,30.83,rarely,otherwise,no,0 times,0 days,no,no,no,yes,0,17
17,male,1.75,132.9,43.4,99.82,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.85,83.46,24.4,84.13,rarely,otherwise,yes,0 times,0 days,no,no,no,yes,0,5
16,male,1.68,58.97,20.9,50.27,always,otherwise,no,0 times,0 days,no,yes,yes,yes,0,0
16,female,1.65,56.7,20.8,52.01,rarely,otherwise,no,not drive,not drive,no,no,no,yes,0,2
14,female,1.4,43.09,22,74.95,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,0,0
17,female,1.57,65.77,26.7,89.24,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.68,72.58,25.7,87.96,always,otherwise,no,0 times,0 days,no,yes,yes,yes,0,0
15,female,1.55,54.43,22.7,75.39,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.88,58.97,16.7,0.64,always,otherwise,no,not drive,not drive,no,no,no,yes,0,2
16,male,1.65,54.43,20,36.8,sometimes,otherwise,yes,0 times,0 days,yes,no,no,yes,1,2
16,male,1.83,90.72,27.1,93.58,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
17,male,1.78,74.84,23.6,73.74,most of the time,otherwise,no,0 times,10 to 19 days,no,no,no,yes,0,0
17,male,1.75,76.2,24.9,82.86,rarely,otherwise,yes,1 time,all 30 days,yes,no,no,yes,6,15
17,female,1.57,50.8,20.6,43.67,rarely,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
16,female,1.55,58.97,24.5,83.32,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,68.04,28.3,92.81,most of the time,otherwise,no,0 times,3 to 5 days,no,no,no,no,0,0
16,female,1.55,48.99,20.4,46.3,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,78.02,27.6,92.7,always,otherwise,yes,not drive,not drive,yes,no,yes,yes,0,0
17,female,1.63,54.89,20.7,44.35,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,25
15,male,1.65,48.54,17.8,14.72,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
14,female,1.65,57.61,21.2,67.85,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
14,female,1.65,45.81,16.8,11.67,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,58.97,24.5,85.87,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.63,57.15,21.5,65.52,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.6,44.45,17.4,17.94,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.63,61.69,23.2,72.16,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,99.79,31.5,98.21,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,1
15,male,1.88,88.91,25.2,90.5,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.78,99.79,31.5,98.42,rarely,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,0
15,male,1.75,73.94,24.1,86.65,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.68,62.6,22.2,79.84,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
15,male,1.93,112.04,30.1,97.77,sometimes,otherwise,no,0 times,0 days,no,yes,no,no,0,0
15,male,1.83,78.02,23.3,82.15,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.6,59.88,23.4,76.76,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,61.69,22.7,75.42,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,male,1.93,77.57,20.8,58.94,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.63,67.59,25.4,93.26,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
15,male,1.8,59.88,18.5,23.7,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
14,female,1.52,45.36,19.6,50.13,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.8,57.61,17.8,4,most of the time,otherwise,no,not drive,not drive,yes,no,no,yes,1,0
