ids,gender,currenrl,compgrad,currlive,parbrkup,FAITH1,prayansr,miracle,comitgod,attreg,churtype,ATTEND1,ATHEIST1,WORKHRS1,socnet,SOCNET4,god,drink,drunk,smoke,pot,fight,trauma,future,GUILT1,meanless,body,lifesat,helpless,sad,accepted,alienate,invisibl,health,earnings,debt,agecats,bmi,employst
11879,Female,"Yes, enrolled in school",One year of college,Your parent's home,0,Somewhat,Yes,Yes,Yes,Yes,Baptist,2-3 times a month,,0,Yes,Three to five days a week,Yes,Never,,Never,Never,Once or twice,Yes,Very often,Sometimes,Never,Somewhat unhappy,Strongly agree,Disagree,Rarely,A lot,None,A little,Good,"$2,000 or Less",$401 - $600,19,23.49075508,In school only
11887,Male,"Yes, enrolled in school",9th grade,Your parent's home,0,Not very,No,No,No,No,,,Not religious,40,No,,Unsure/Don't know,Once a day or more,Five or more times,Once a day or more,A few times a month,Once or twice,No,Fairly often,Sometimes,Never,Very happy,Strongly agree,Disagree,Never,A lot,A lot,None,Good,"$6,001 - $8,000",No debt,18,22.29636574,Employed and school
11912,Female,"No, not in school",12th grade,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Catholic,Once a week,,0,No,,Yes,Never,,Never,Never,Once or twice,No,Never,Sometimes,Rarely,Somewhat happy,Disagree,Agree,Sometimes,A little,A little,A little,Very good,"$2,000 or Less",No debt,23,22.14033699,No school or work but looking
11915,Male,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not important at all,No,No,No,No,,,,0,Yes,About once a day,Unsure/Don't know,A few times a week,Three or four times,A few times a year,A few times a month,Never,Yes,Fairly often,Sometimes,Rarely,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,No income,No debt,18,18.65102005,In school only
11925,Male,"Yes, enrolled in school",Two years of college,Your parent's home,2,Somewhat,Yes,No,Yes,Yes,Protestant,Once a month,,10,Yes,One to two days a week,Yes,A few times a week,Five or more times,Never,Once a day or more,Never,No,Fairly often,Sometimes,Sometimes,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,A little,A little,Good,"$2,000 or Less",$201 - $400,20,24.40972137,Employed and school
11926,Male,"No, not in school",Two years of college,Your parent's home,0,Somewhat,No,No,Yes,Yes,Catholic,A few times a year,,40,No,,Yes,A few times a month,Three or four times,Never,A few times a year,Never,No,Sometimes,Never,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Good,"$18,001 - $20,000","$2,401 - $2,600",22,31.24444389,Employed
11938,Female,"No, not in school",12th grade,Your own place,3,Somewhat,Yes,No,No,Yes,Roman Catholic,A few times a year,Not religious,50,Yes,About once a day,Unsure/Don't know,A few times a month,Once or twice,A few times a month,Never,Once or twice,Yes,Fairly often,Rarely,Never,Neither,Agree,Disagree,Sometimes,A lot,A little,None,Good,"$34,001 - $36,000","$10,001 or more",21,23.49075508,Employed
11939,Female,"Yes, enrolled in school",12th grade,Your own place,5,Extremely important,Yes,Yes,Yes,Yes,Catholic,2-3 times a month,,40,Yes,About once a day,Yes,About once a month,Once or twice,About once a month,Never,Never,Yes,Sometimes,Never,Fairly often,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$48,001 - $50,000","$1,801 - $2,000",22,45.72060394,Employed and school
11945,Female,"No, not in school",One year of college,Your parent's home,2,Not very,Yes,Yes,Yes,No,,,,0,No,,Yes,Never,,Never,Never,Once or twice,Yes,Very often,Never,Very often,Very unhappy,Strongly agree,Strongly agree,Sometimes,A little,A little,None,Fair,"$10,001 - 12,000",No debt,22,38.66500092,Out of labor force
11955,Female,"Yes, enrolled in school",12th grade,Another person's home,2,Very,Yes,Yes,Yes,Yes,Non-denominational Protestant,Many times a year,,15,Yes,Three to five days a week,Yes,A few times a month,Five or more times,Once a day or more,A few times a week,Never,Yes,Very often,Rarely,Never,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,None,None,Good,,No debt,19,30.89355469,Employed and school
11959,Male,"Yes, enrolled in school",11th grade,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Lutheran,Many times a year,,20,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Fairly often,Rarely,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,A little,A little,Very good,"$8,001 - $10,000",No debt,18,23.49324417,Employed and school
11961,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",5,Somewhat,No,No,Yes,Yes,Roman Catholic,Many times a year,,0,Yes,Several times a day,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Rarely,Rarely,Somewhat happy,Agree,Disagree,Rarely,A lot,None,Some,Very good,"$2,001 - $4,000",No debt,19,30.22843361,In school only
11966,Male,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,No,Yes,Roman Catholic,2-3 times a month,,0,Yes,About once a day,Yes,About once a week,Once or twice,Never,Never,Once or twice,No,Fairly often,Sometimes,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Excellent,"$2,001 - $4,000",No debt,21,26.38393784,In school only
11970,Male,"No, not in school",10th grade,Another person's home,3,Somewhat,Yes,Yes,No,Yes,Non-denominational Protestant,2-3 times a month,,30,Yes,Three to five days a week,Yes,About once a week,Once or twice,Once a day or more,Never,Once or twice,No,Sometimes,Sometimes,Sometimes,Very happy,Agree,Disagree,Sometimes,A lot,Some,None,Fair,"$8,001 - $10,000",No debt,18,21.90789413,Employed
11978,Male,"Yes, enrolled in school",11th grade,Your parent's home,1,Somewhat,Yes,Yes,Yes,Yes,Christian or just Christian,A few times a year,,20,No,,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Never,Never,Somewhat happy,Strongly agree,Disagree,Never,A lot,None,None,Good,"$14,001 - $16,000","$10,001 or more",18,23.75,Employed and school
11984,Male,"No, not in school",9th grade,Your parent's home,0,Very,Yes,Yes,No,Yes,Catholic,Once a week,,8,No,,Yes,A few times a month,Once or twice,Once a day or more,Never,Once or twice,Yes,Very often,Very often,Sometimes,Very happy,Agree,Disagree,Sometimes,A lot,Some,Some,Good,"$2,001 - $4,000",No debt,20,24.32526016,Employed
11992,Female,"No, not in school",10th grade,Your parent's home,2,Extremely important,No,Yes,Yes,Yes,Non-denominational Protestant,More than once a week,,0,Yes,Every few weeks,Yes,About once a month,Never,Never,Never,Never,Yes,Fairly often,Rarely,Very often,Very happy,Strongly disagree,Strongly agree,Always,A little,A lot,A little,Very good,No income,No debt,18,31.63500023,Out of labor force
11999,Male,"Yes, enrolled in school",11th grade,Your parent's home,2,Somewhat,,No,Yes,Yes,Christian or just Christian,A few times a year,Not religious,0,Yes,Every few weeks,Yes,Never,,Never,Never,More than five times,No,Sometimes,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Fair,No income,No debt,18,22.00105095,In school only
12000,Female,"No, not in school",12th grade,Another person's home,1,Not very,No,No,No,No,,,Not religious,0,Yes,Three to five days a week,Unsure/Don't know,A few times a year,Once or twice,A few times a week,Never,Never,No,Fairly often,Rarely,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,None,None,Fair,No income,No debt,19,19.20265388,No school or work but looking
12003,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a week,,0,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Fairly often,Rarely,Never,Somewhat happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Very good,"$2,001 - $4,000",No debt,18,20.44755173,In school only
12007,Male,"No, not in school",12th grade,Your parent's home,0,Somewhat,Yes,Yes,No,Yes,Baptist,A few times a year,,50,No,,Yes,A few times a year,Never,Never,Never,Once or twice,Yes,Very often,Sometimes,Rarely,Very happy,Disagree,Strongly disagree,Rarely,A lot,A little,None,Good,"$10,001 - 12,000",No debt,19,23.49075508,Active armed forces
12010,Female,"No, not in school",11th grade,Your own place,0,Somewhat,Yes,Yes,No,No,,,,40,No,,Yes,A few times a month,Never,Once a day or more,Once a day or more,Never,No,Fairly often,Rarely,Sometimes,Somewhat unhappy,Agree,Strongly agree,Sometimes,A lot,Some,Some,Excellent,"$2,001 - $4,000","$2,801 - $3,000",22,23.77471352,Employed
12011,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,Yes,Yes,No,No,,,,16,Yes,Three to five days a week,Yes,A few times a month,Five or more times,Never,Never,Never,Yes,Fairly often,Sometimes,Sometimes,Somewhat happy,Agree,Disagree,Sometimes,Some,A little,None,Good,"$4,001 - $6,000",No debt,18,23.43333244,Employed and school
12017,Male,"No, not in school",9th grade,Your own place,0,Somewhat,No,Yes,No,Yes,Roman Catholic,2-3 times a month,,40,No,,Yes,A few times a month,Once or twice,A few times a week,Once a day or more,Three to five times,Yes,Very often,Fairly often,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$28,001 - $30,000",No debt,19,25.76581764,Employed
12024,Female,"Yes, enrolled in school",11th grade,Your parent's home,1,Somewhat,Yes,No,No,Yes,Presbyterian,Many times a year,,0,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Rarely,Somewhat unhappy,Agree,Disagree,Rarely,A lot,A little,None,Very good,No income,No debt,18,24.45739746,In school only
12031,Male,"Yes, enrolled in school",Two years of college,Your parent's home,0,Somewhat,Yes,No,No,Yes,Catholic,Once a month,,0,Yes,Several times a day,Yes,A few times a week,Never,Once a day or more,A few times a year,Never,Yes,Very often,Fairly often,Never,Somewhat happy,Disagree,Strongly disagree,Sometimes,A lot,A little,None,Very good,"$2,001 - $4,000","$1,001 - $1,200",19,23.70759773,In school only
12035,Female,"No, not in school",One year of college,Your parent's home,1,Extremely important,No,No,No,Yes,Baptist,A few times a year,Not religious,40,No,,Yes,A few times a month,Never,Never,Never,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Sometimes,A lot,Some,None,Very good,"$18,001 - $20,000",$201 - $400,22,32.27731705,Employed
12039,Male,Home schooled,11th grade,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,More than once a week,,0,No,,Yes,Never,,Never,Never,Once or twice,No,Fairly often,Sometimes,Rarely,Somewhat happy,Agree,Agree,Sometimes,Some,A little,None,Excellent,"$8,001 - $10,000",No debt,18,22.51644707,In school only
12042,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,No,No,No,Yes,Catholic,Once a month,,11,Yes,Several times a day,Yes,About once a week,Once or twice,Never,A few times a year,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,None,None,Good,"$2,001 - $4,000",No debt,18,26.62285614,Employed and school
12046,Female,"No, not in school",Three years of college,Your own place,1,Not very,Yes,No,No,Yes,Methodist,2-3 times a month,,0,Yes,About once a day,Unsure/Don't know,A few times a month,Never,Never,Never,Never,No,Fairly often,Rarely,Rarely,Somewhat unhappy,Agree,Agree,Rarely,Some,A little,A little,Good,No income,No debt,21,31.61420059,Out of labor force
12055,Female,"Yes, enrolled in school",12th grade,Your parent's home,1,Extremely important,Yes,Yes,Yes,Yes,Baptist,A few times a year,,30,Yes,About once a day,Yes,Never,,Never,Never,Never,Yes,Very often,Never,Never,Very happy,Agree,Disagree,Sometimes,A lot,None,None,Excellent,"$2,001 - $4,000",No debt,18,18.28824234,Employed and school
12065,Male,"No, not in school",One year of college,Your own place,2,Not important at all,No,No,No,No,,,Agnostic,40,Yes,Every few weeks,No,A few times a week,Once or twice,Once a day or more,A few times a week,Never,No,Very often,Sometimes,Rarely,Neither,Agree,Disagree,Never,A lot,A little,None,Good,"$18,001 - $20,000",$401 - $600,22,24.3897953,Employed
12068,Male,"Yes, enrolled in school",12th grade,Your parent's home,0,Somewhat,No,No,No,Yes,Christian or just Christian,Once a month,,0,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Once or twice,No,Sometimes,Rarely,Never,Very happy,Agree,Disagree,Never,A lot,A little,None,Excellent,"$2,000 or Less",No debt,18,24.40488052,In school only
12084,Female,"Yes, enrolled in school",Three years of college,Your own place,1,Somewhat,No,No,No,No,,,,40,No,,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Never,Never,Very happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Excellent,"$2,000 or Less",$401 - $600,20,20.79881668,Employed and school
12102,Female,"No, not in school",Two years of college,Your own place,2,Very,Yes,No,Yes,Yes,Catholic,Once a week,Agnostic,40,Yes,Several times a day,Yes,About once a week,Five or more times,Never,Never,Never,Yes,Sometimes,Sometimes,Sometimes,Very happy,Agree,Agree,Sometimes,None,A little,A little,Poor,"$26,001 - $28,000","$7,801 - $8,000",21,26.0370369,Active armed forces
12108,Female,"Yes, enrolled in school",One year of college,Another person's home,2,Very,Yes,No,Yes,Yes,Baptist,2-3 times a month,,23,Yes,About once a day,Yes,A few times a month,Once or twice,Never,Never,Never,No,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Sometimes,Some,A little,A little,Good,"$4,001 - $6,000",$601 - $800,20,29.52050781,Employed and school
12111,Female,"Yes, enrolled in school",12th grade,Another person's home,2,Very,Yes,Yes,Yes,No,,,,8,Yes,Several times a day,Yes,About once a week,Three or four times,Never,A few times a month,Never,Yes,Fairly often,Fairly often,Never,Somewhat unhappy,Agree,Agree,Rarely,Some,A little,None,Good,"$2,001 - $4,000",$401 - $600,20,34.6981163,Employed and school
12119,Male,"No, not in school",12th grade,Your parent's home,1,Not very,No,No,No,No,,,,50,No,,Yes,Never,,Never,Never,Once or twice,Yes,Sometimes,Never,Never,Very happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Excellent,"$34,001 - $36,000","$4,801 - $5,000",20,23.10810852,Employed
12125,Female,"Yes, enrolled in school",11th grade,Your parent's home,1,Somewhat,Yes,Yes,Yes,Yes,Methodist,2-3 times a month,,30,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,"$2,001 - $4,000",No debt,18,23.92060471,Employed and school
12139,Male,"No, not in school",12th grade,Your own place,0,Somewhat,Yes,No,Yes,Yes,Baptist,A few times a year,,40,Yes,Three to five days a week,Yes,About once a week,Once or twice,A few times a year,Never,Never,No,Fairly often,Rarely,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,None,None,Good,"$28,001 - $30,000","$3,801 - $4,000",21,29.28585625,Employed
12140,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",1,Not very,No,No,Yes,Yes,Catholic,A few times a year,,0,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Sometimes,Rarely,Never,Somewhat happy,Agree,Disagree,Never,A lot,None,None,Very good,"$2,001 - $4,000",No debt,19,23.74577713,In school only
12145,Female,"No, not in school",12th grade,Your parent's home,2,Not very,No,No,No,No,,,Something else,20,Yes,One to two days a week,Yes,A few times a year,Never,Never,A few times a week,Once or twice,No,Very often,Very often,Rarely,Neither,Agree,Disagree,Sometimes,Some,A little,None,Very good,,No debt,19,29.9502964,Employed
12147,Female,"No, not in school",12th grade,Your own place,0,Somewhat,No,Yes,No,No,,,Something else,0,Yes,Less than every few weeks,Unsure/Don't know,Never,,Never,Never,Once or twice,No,Very often,Very often,Never,Somewhat unhappy,Agree,Agree,Usually,A little,A little,A little,Good,No income,No debt,19,30.79521561,No school or work but looking
12156,Female,"Yes, enrolled in school",12th grade,Another person's home,3,Not important at all,No,No,No,No,,,Agnostic,20,Yes,Several times a day,No,A few times a month,Never,Once a day or more,Never,Never,No,Very often,Never,Never,Neither,Strongly agree,Disagree,Rarely,A lot,None,None,Good,"$2,001 - $4,000",No debt,18,26.51795006,Employed and school
12172,Female,"Yes, enrolled in school",12th grade,Your parent's home,3,Somewhat,No,No,No,Yes,Baptist,A few times a year,,30,Yes,About once a day,Yes,About once a week,Never,Once a day or more,A few times a month,Never,Yes,Rarely,Rarely,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,A little,None,Fair,"$2,000 or Less",No debt,18,22.46272278,Employed and school
12185,Male,"Yes, enrolled in school",Three years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,Yes,No,Yes,Yes,Catholic,2-3 times a month,,0,Yes,About once a day,Yes,A few times a week,Five or more times,Never,A few times a month,Three to five times,Yes,Fairly often,Sometimes,Fairly often,Somewhat happy,Agree,Agree,Rarely,A lot,A little,A little,Excellent,"$4,001 - $6,000",No debt,21,25.79053307,In school only
12194,Male,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,No,Yes,Roman Catholic,Many times a year,,0,Yes,About once a day,Yes,About once a week,Once or twice,Never,Never,Never,No,Very often,Rarely,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$8,001 - $10,000",No debt,20,23.10810852,In school only
12207,Female,"Yes, enrolled in school",Three years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not important at all,No,No,No,No,,,Agnostic,25,Yes,About once a day,No,About once a week,Never,About once a month,A few times a year,Never,No,Very often,Rarely,Very often,Somewhat unhappy,Disagree,Agree,Sometimes,A lot,A little,None,Good,"$4,001 - $6,000","$1,801 - $2,000",21,38.73278427,Employed and school
12220,Male,"Yes, enrolled in school",12th grade,Your parent's home,0,Somewhat,No,No,No,Yes,Christian or just Christian,Once a week,,40,No,,Yes,A few times a month,Once or twice,A few times a month,Never,Never,No,Fairly often,Rarely,Never,Very happy,Agree,Disagree,Never,A lot,A little,None,Very good,"$8,001 - $10,000",No debt,19,27.12191391,Employed and school
12227,Female,"No, not in school",Four years of college/grad school,Your parent's home,1,Very,Yes,Yes,Yes,Yes,Lutheran,2-3 times a month,,52,Yes,One to two days a week,Yes,About once a month,Never,Never,Never,Never,Yes,Fairly often,Sometimes,Never,Somewhat unhappy,Agree,Disagree,Sometimes,A lot,A little,A little,Very good,"$10,001 - 12,000","$8,801 - $9,000",22,29.04958725,Employed
12230,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Somewhat,Yes,Yes,No,Yes,Non-denominational Protestant,A few times a year,,0,Yes,Three to five days a week,Yes,A few times a month,Once or twice,A few times a year,Never,Never,No,Very often,Fairly often,Sometimes,Neither,Disagree,Agree,Sometimes,Some,A little,None,Very good,"$2,001 - $4,000",No debt,20,35.77396393,In school only
12251,Male,"Yes, enrolled in school",One year of college,Your parent's home,2,Not important at all,No,No,No,No,,,Not religious,30,Yes,Several times a day,Unsure/Don't know,About once a month,Once or twice,Never,About once a month,Never,No,Fairly often,Rarely,Never,Somewhat happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$6,001 - $8,000",No debt,19,21.10714912,Employed and school
12260,Female,"No, not in school",12th grade,Your parent's home,1,Not important at all,No,No,No,No,,,Not religious,35,Yes,One to two days a week,No,A few times a year,Never,Never,Never,Never,Yes,Fairly often,Sometimes,Never,Somewhat unhappy,Agree,Disagree,Sometimes,A lot,A little,A little,Good,"$26,001 - $28,000","$4,801 - $5,000",20,34.74765778,Employed
12275,Male,"No, not in school",12th grade,Your own place,0,Not very,Yes,Yes,Yes,Yes,Catholic,Once a month,,30,Yes,Several times a day,Yes,A few times a week,Once or twice,Never,Never,Once or twice,Yes,Very often,Very often,Fairly often,Somewhat unhappy,Disagree,Agree,Usually,A little,A little,None,Fair,"$18,001 - $20,000",No debt,21,28.88513565,Employed
12278,Male,"No, not in school",12th grade,Your own place,6,Not very,No,No,No,No,,,Not religious,40,No,,Unsure/Don't know,About once a week,Once or twice,About once a week,About once a month,Once or twice,No,Fairly often,Rarely,Rarely,Very happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$28,001 - $30,000","$1,401 - $1,600",22,20.34143448,Employed
12279,Male,"Yes, enrolled in school",12th grade,Your own place,0,Not very,No,No,No,Yes,Non-denominational Protestant,Many times a year,Not religious,0,Yes,About once a day,Yes,A few times a week,Five or more times,A few times a month,Never,Never,No,Fairly often,Sometimes,Sometimes,Somewhat unhappy,Agree,Agree,Never,A lot,Some,None,Good,"$2,000 or Less",No debt,19,26.57844925,In school only
12305,Male,"No, not in school",Two years of college,Your own place,0,Not very,No,No,No,No,,,Not religious,60,Yes,Less than every few weeks,Unsure/Don't know,Never,,Never,Never,Never,No,Fairly often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,"$18,001 - $20,000",$401 - $600,22,22.08108139,Employed
12306,Male,"Yes, enrolled in school",11th grade,Your parent's home,2,Not very,Yes,Yes,No,No,,,,0,Yes,One to two days a week,Yes,A few times a month,Once or twice,Once a day or more,A few times a month,Once or twice,No,Fairly often,Rarely,Rarely,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Good,"$2,000 or Less",No debt,18,27.43572044,In school only
12315,Female,"No, not in school",10th grade,Your own place,1,Extremely important,Yes,Yes,Yes,No,,,,0,No,,Yes,A few times a month,,Never,Never,Never,Yes,,Sometimes,,Neither,Agree,Agree,Sometimes,A lot,Some,Some,Fair,"$2,000 or Less",No debt,22,23.40105629,No school or work but looking
12325,Female,"Yes, enrolled in school",12th grade,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Baptist,Once a month,,0,Yes,Less than every few weeks,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Very often,Never,Neither,Agree,Strongly disagree,Rarely,A little,A little,None,Good,"$14,001 - $16,000",No debt,22,22.65527344,In school only
12336,Male,"Yes, enrolled in school",12th grade,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Baptist,Many times a year,,40,No,,Yes,Never,,Never,Never,Never,Yes,Very often,Never,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$22,001 - $24,000",No debt,20,24.32526016,Employed and school
12338,Female,"Yes, enrolled in school",11th grade,Another person's home,0,Extremely important,No,No,No,Yes,Baptist,2-3 times a month,,20,Yes,Every few weeks,Yes,Never,,Never,Never,Never,No,Very often,Never,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$6,001 - $8,000",No debt,18,18.77500725,Employed and school
12345,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,No,Yes,No,Yes,Catholic,Once a month,,0,Yes,Several times a day,Yes,A few times a month,Once or twice,Never,A few times a year,Never,Yes,Very often,Sometimes,Rarely,Somewhat unhappy,Agree,Disagree,Sometimes,Some,A little,None,Fair,"$2,001 - $4,000",No debt,18,30.89355469,In school only
12349,Female,"No, not in school",One year of vocational/technical school,Another person's home,2,Very,No,No,Yes,Yes,Methodist,2-3 times a month,,30,Yes,Three to five days a week,Yes,Never,,Never,Never,Never,Yes,Very often,Sometimes,Never,Neither,Disagree,Disagree,Sometimes,Some,A little,None,Good,"$26,001 - $28,000",$601 - $800,18,18.02124023,Employed
12355,Female,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,No,No,No,No,,,Not religious,15,Yes,Three to five days a week,Unsure/Don't know,Never,,Never,Never,Never,No,Fairly often,Very often,Never,Somewhat unhappy,Agree,Disagree,Sometimes,A lot,None,None,Very good,"$4,001 - $6,000",No debt,20,25.01492119,Employed and school
12365,Male,"Yes, enrolled in school",12th grade,Your own place,3,Not very,No,Yes,No,No,,,,40,No,,Yes,A few times a month,Once or twice,Once a day or more,Never,Never,Yes,Very often,Fairly often,Rarely,Very happy,Agree,Disagree,Sometimes,A lot,A little,None,Very good,"$38,001 - $40,000","$10,001 or more",21,27.19400978,Employed and school
12377,Male,"No, not in school",One year of college,Your parent's home,3,Somewhat,No,No,No,Yes,Protestant,Once a month,,40,No,,Yes,A few times a week,Once or twice,Once a day or more,A few times a week,Never,Yes,Fairly often,Rarely,Never,Somewhat happy,Agree,Disagree,Sometimes,Some,None,None,Very good,"$6,001 - $8,000",$200 or less,19,22.14870834,Employed
12384,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",1,Very,Yes,No,Yes,Yes,Jehovah's Witness (Kingdom Hall),2-3 times a month,,0,Yes,Several times a day,Yes,About once a week,Once or twice,Never,A few times a month,Never,Yes,Fairly often,Very often,Never,Somewhat happy,Agree,Agree,Never,A lot,None,A little,Good,"$2,000 or Less",No debt,18,22.04476738,In school only
12386,Female,"Yes, enrolled in school",12th grade,Your parent's home,2,Somewhat,No,No,Yes,Yes,Baptist,More than once a week,,40,No,,Yes,A few times a year,Once or twice,Never,Never,Never,No,Very often,Fairly often,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$24,001 - $26,000","$1,401 - $1,600",22,29.7549572,Employed and school
12391,Male,"Yes, enrolled in school",Four years of college/grad school,Your own place,1,Not important at all,No,No,No,No,,,Not religious,40,Yes,About once a day,No,A few times a week,Three or four times,Once a day or more,A few times a month,Never,No,Fairly often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,A little,Very good,"$8,001 - $10,000",No debt,22,24.32526016,Employed and school
12399,Female,"Yes, enrolled in school",12th grade,Your own place,1,Very,No,No,Yes,Yes,Baptist,Once a month,,20,Yes,Three to five days a week,Yes,A few times a year,Never,Never,A few times a week,Once or twice,No,Very often,Fairly often,Rarely,Somewhat happy,Strongly disagree,Agree,Rarely,A lot,None,None,Fair,"$4,001 - $6,000",$200 or less,18,31.8820858,Employed and school
12404,Female,"Yes, enrolled in school",Two years of college,Your own place,0,Somewhat,,,No,Yes,Methodist,Once a month,,0,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Rarely,Rarely,Very happy,Agree,Disagree,Rarely,A lot,A little,None,Excellent,"$12,001 - $14,000",No debt,20,18.24394417,In school only
12414,Female,"Yes, enrolled in school",12th grade,Another person's home,1,Somewhat,No,Yes,Yes,No,,,,40,Yes,One to two days a week,Yes,About once a month,Once or twice,Never,A few times a month,Never,Yes,Very often,Fairly often,Rarely,Somewhat unhappy,Agree,Agree,Usually,A lot,Some,Some,Very good,"$16,001 - $18,000",No debt,18,20.11706543,Employed and school
12449,Female,"No, not in school",12th grade,Your parent's home,0,Very,No,No,Yes,Yes,Baptist,Many times a year,Not religious,0,No,,Yes,Never,,Never,Never,Never,Yes,Very often,Never,Never,Very happy,Agree,Disagree,Sometimes,A lot,None,None,Excellent,No income,No debt,20,27.3945179,No school or work but looking
12451,Female,"Yes, enrolled in school",One year of college,Your parent's home,0,Not very,No,No,No,No,,,Not religious,12,No,,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Sometimes,Sometimes,Somewhat unhappy,Agree,Agree,Usually,A lot,Some,None,Excellent,"$6,001 - $8,000",No debt,20,22.46272278,Employed and school
12452,Female,"Yes, enrolled in school",Two years of college,Your own place,1,Not important at all,No,No,No,No,,,Agnostic,16,Yes,About once a day,No,About once a week,Three or four times,About once a week,A few times a year,Never,No,Very often,Sometimes,Rarely,Somewhat happy,Agree,Disagree,Sometimes,A lot,A little,A little,Very good,"$6,001 - $8,000","$801 - $1,000",20,21.28460121,Employed and school
12454,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,No,No,No,No,,,Something else,0,Yes,Several times a day,Yes,About once a month,Never,Never,A few times a year,Never,No,Rarely,Rarely,Sometimes,Somewhat unhappy,Disagree,Agree,Usually,A little,A lot,Some,Fair,No income,No debt,18,22.46621704,In school only
